,features,class
10,"[44.384682042344295, 42.7551166528639, 41.30375285612676, 40.049968789001575, 38.01315561749642, 35.22782990761707, 32.7566787083184, 30.083217912982647, 27.85677655436824, 25.079872407968907, 22.825424421026653, 22.80350850198276, 23.345235059857504, 23.345235059857504, 19.79898987322333, 17.029386365926403, 19.1049731745428, 22.02271554554524, 22.20360331117452, 22.825424421026653, 25.079872407968907, 27.85677655436824, 30.083217912982647, 32.55764119219941, 35.12833614050059, 38.0, 40.11234224026316, 42.42640687119285, 42.95346318982906, 44.64302857109943, 44.598206241955516, 45.69463863518345, 45.17742799230607, 45.79301256742124, 46.61544808322666, 46.09772228646444, 45.254833995939045, 43.93176527297759, 43.60045871318328, 42.720018726587654, 42.05948168962618, 40.718546143004666, 39.56008088970496, 38.600518131237564, 37.8549864614954, 37.33630940518894, 37.05401462729781, 37.013511046643494, 37.21558813185679, 36.6742416417845, 36.40054944640259, 37.33630940518894, 36.6742416417845, 37.21558813185679, 36.40054944640259, 36.796738985948195, 36.124783736376884, 36.235341863986875, 36.124783736376884, 38.948684188300895, 38.600518131237564, 39.96248240537617, 41.593268686170845, 43.08131845707603, 44.9221548904324, 46.32493928760188, 47.67598976424087, 47.265209192385896, 50.08991914547278, 48.25971404805462, 47.67598976424087, 47.29693436154187, 45.880278987817846, 44.01136216933077, 42.485291572496, 40.8166632639171, 39.408120990476064, 39.698866482558415, 37.48332962798263, 36.87817782917155, 37.44329045369811, 37.589892258425, 37.16180835212409, 37.0, 37.107950630558946, 37.48332962798263, 37.12142238654117, 37.0, 37.12142238654117, 37.48332962798263, 38.07886552931954, 38.897300677553446, 39.92492955535426, 41.14608122288197, 42.5440947723653, 43.266615305567875, 44.204072210600685, 44.598206241955516, 45.967379738244816, 46.861498055439924]",2
11,"[44.10215414239989, 42.0, 40.11234224026316, 38.3275357934736, 36.87817782917155, 34.48187929913333, 32.31098884280702, 29.966648127543394, 27.784887978899608, 25.80697580112788, 25.45584412271571, 24.758836806279895, 25.80697580112788, 27.784887978899608, 29.966648127543394, 31.953090617340916, 34.20526275297414, 36.6742416417845, 38.2099463490856, 40.049968789001575, 42.01190307520001, 44.181444068749045, 44.553338819890925, 45.12205669071391, 45.880278987817846, 46.8187996428785, 47.01063709417264, 46.52956049652737, 46.32493928760188, 46.400431032480725, 46.010868281309364, 45.27692569068709, 44.04543109109048, 43.829214001622255, 42.190046219457976, 41.593268686170845, 40.311288741492746, 39.21734310225516, 38.3275357934736, 37.656340767525464, 36.22154055254967, 36.013886210738214, 36.05551275463989, 35.35533905932738, 35.90264614203248, 35.73513677041127, 35.84689665786984, 36.235341863986875, 36.05551275463989, 36.235341863986875, 36.069377593742864, 37.64306044943742, 38.8329756778952, 38.948684188300895, 40.311288741492746, 42.05948168962618, 44.384682042344295, 45.70557952810576, 48.25971404805462, 49.040799340956916, 50.00999900019995, 51.15662224971465, 51.03920062069938, 52.0, 52.08646657242167, 51.35172830587107, 50.80354318352215, 51.35172830587107, 52.08646657242167, 51.0, 49.040799340956916, 48.25971404805462, 46.69047011971501, 45.35416188179427, 43.01162633521314, 41.23105625617661, 39.824615503479755, 39.66106403010388, 38.41874542459709, 36.796738985948195, 36.87817782917155, 36.61966684720111, 36.71511950137164, 36.24913792078372, 36.05551275463989, 35.17101079013795, 35.510561809129406, 36.124783736376884, 36.0, 36.124783736376884, 36.49657518178932, 38.07886552931954, 38.897300677553446, 39.92492955535426, 41.14608122288197, 41.677331968349414, 43.266615305567875, 44.204072210600685, 45.34313619501854, 46.66904755831214]",2
12,"[44.553338819890925, 43.18564576337837, 41.012193308819754, 39.05124837953327, 36.345563690772494, 33.95585369269929, 31.32091952673165, 28.792360097775937, 26.40075756488817, 24.186773244895647, 23.430749027719962, 23.345235059857504, 21.400934559032695, 22.80350850198276, 24.186773244895647, 26.40075756488817, 28.792360097775937, 31.32091952673165, 33.734255586866, 36.22154055254967, 39.01281840626232, 41.048751503547585, 43.289721643826724, 44.721359549995796, 45.35416188179427, 46.17358552246078, 47.16990566028302, 47.4236228055175, 47.01063709417264, 46.87216658103186, 47.01063709417264, 46.69047011971501, 46.010868281309364, 44.82186966202994, 43.829214001622255, 43.04648650006177, 41.593268686170845, 40.311288741492746, 39.21734310225516, 38.3275357934736, 37.656340767525464, 37.21558813185679, 37.013511046643494, 37.05401462729781, 36.345563690772494, 36.87817782917155, 36.68787265568828, 36.76955262170047, 37.12142238654117, 36.89173349139343, 37.013511046643494, 37.48332962798263, 38.28837943815329, 39.408120990476064, 39.96248240537617, 41.14608122288197, 43.08131845707603, 44.9221548904324, 47.07440918375928, 47.51841748206689, 48.16637831516918, 50.00999900019995, 50.039984012787215, 48.25971404805462, 47.67598976424087, 47.29693436154187, 45.221676218380054, 43.46262762420146, 41.593268686170845, 40.496913462633174, 40.0, 38.948684188300895, 37.48332962798263, 37.013511046643494, 36.89173349139343, 37.12142238654117, 36.76955262170047, 36.68787265568828, 36.87817782917155, 36.345563690772494, 37.05401462729781, 37.013511046643494, 37.21558813185679, 37.656340767525464, 38.3275357934736, 39.21734310225516, 40.311288741492746, 41.593268686170845, 43.04648650006177, 43.829214001622255, 44.82186966202994, 46.010868281309364, 46.69047011971501, 47.634021455258214, 47.43416490252569, 47.50789408087881, 47.853944456021594, 46.61544808322666, 46.486557196677836, 45.60701700396552]",2
13,"[42.42640687119285, 41.19465984809196, 41.048751503547585, 40.0, 39.05124837953327, 37.21558813185679, 35.510561809129406, 33.95585369269929, 32.28002478313795, 31.016124838541646, 29.546573405388315, 28.653097563788805, 28.844410203711913, 30.0, 31.240998703626616, 30.0, 28.844410203711913, 27.784887978899608, 28.635642126552707, 30.083217912982647, 31.32091952673165, 32.984845004941285, 34.52535300326414, 36.22154055254967, 38.05259518088089, 39.0, 41.048751503547585, 41.19465984809196, 42.42640687119285, 42.7551166528639, 43.174066289845804, 43.68065933568311, 44.27188724235731, 44.94441010848846, 44.77722635447622, 44.721359549995796, 44.77722635447622, 44.94441010848846, 44.40720662234904, 44.04543109109048, 43.86342439892262, 43.86342439892262, 43.278170016764804, 42.80186911806539, 42.43819034784589, 42.190046219457976, 41.182520563948, 40.24922359499622, 39.395431207184416, 38.62641583165593, 37.94733192202055, 37.36308338453881, 36.87817782917155, 35.510561809129406, 35.22782990761707, 35.05709628591621, 34.0, 33.06055050963308, 33.24154027718932, 33.54101966249684, 32.984845004941285, 33.52610922848042, 33.24154027718932, 33.1058907144937, 33.12099032335839, 33.28663395418648, 33.60059523282288, 33.301651610693426, 33.94112549695428, 34.058772731852805, 34.40930106817051, 34.9857113690718, 35.77708763999664, 36.76955262170047, 37.94733192202055, 39.293765408777, 39.81205847478876, 41.43669871020132, 43.18564576337837, 45.044422518220834, 47.0, 47.042533945356304, 48.16637831516918, 48.373546489791295, 48.662100242385755, 50.99019513592785, 49.64876634922564, 48.373546489791295, 48.16637831516918, 47.042533945356304, 47.0, 46.04345773288535, 44.181444068749045, 42.42640687119285, 40.792156108742276, 40.26164427839479, 38.897300677553446, 37.69615364994153, 36.6742416417845, 35.84689665786984]",2
14,"[43.56604182158393, 42.2965719651132, 41.10960958218893, 41.012193308819754, 40.01249804748511, 38.118237105091836, 37.33630940518894, 35.510561809129406, 33.95585369269929, 32.57299494980466, 31.016124838541646, 29.966648127543394, 28.653097563788805, 28.844410203711913, 30.0, 30.479501308256342, 30.0, 28.844410203711913, 27.784887978899608, 29.068883707497267, 30.083217912982647, 31.622776601683793, 32.984845004941285, 34.713109915419565, 36.345563690772494, 38.118237105091836, 39.01281840626232, 40.01249804748511, 41.10960958218893, 42.2965719651132, 43.56604182158393, 43.93176527297759, 44.384682042344295, 43.965895873961216, 44.598206241955516, 45.31004303683677, 45.18849411078001, 45.17742799230607, 45.27692569068709, 45.48626166217664, 45.0, 44.68780594300866, 44.553338819890925, 44.598206241955516, 44.04543109109048, 43.60045871318328, 43.266615305567875, 42.190046219457976, 41.182520563948, 40.24922359499622, 39.395431207184416, 38.62641583165593, 37.94733192202055, 37.36308338453881, 36.87817782917155, 36.49657518178932, 35.22782990761707, 35.05709628591621, 34.0, 34.058772731852805, 34.23448553724738, 33.54101966249684, 33.95585369269929, 33.52610922848042, 33.24154027718932, 33.1058907144937, 33.12099032335839, 33.28663395418648, 33.60059523282288, 34.058772731852805, 33.94112549695428, 34.058772731852805, 34.40930106817051, 34.66987164671943, 35.84689665786984, 36.6742416417845, 37.69615364994153, 38.897300677553446, 40.26164427839479, 41.773197148410844, 43.41658669218482, 45.17742799230607, 46.04345773288535, 48.0, 48.041648597857254, 48.16637831516918, 49.36598018878993, 50.635955604688654, 50.00999900019995, 48.05205510693585, 50.00999900019995, 50.635955604688654, 49.36598018878993, 48.16637831516918, 48.041648597857254, 48.0, 47.042533945356304, 45.17742799230607, 44.40720662234904, 42.7551166528639]",2
15,"[37.48332962798263, 32.14031735997639, 24.041630560342615, 19.72308292331602, 20.615528128088304, 25.079872407968907, 32.38826948140329, 36.76955262170047, 37.20215047547655, 40.311288741492746]",2
16,"[43.93176527297759, 42.579337712087536, 42.2965719651132, 41.10960958218893, 40.01249804748511, 38.01315561749642, 37.12142238654117, 35.35533905932738, 33.54101966249684, 32.01562118716424, 30.364452901377952, 28.792360097775937, 26.92582403567252, 25.495097567963924, 24.186773244895647, 22.47220505424423, 22.02271554554524, 22.02271554554524, 21.400934559032695, 22.47220505424423, 24.186773244895647, 25.495097567963924, 26.92582403567252, 28.460498941515414, 30.083217912982647, 31.78049716414141, 33.54101966249684, 35.22782990761707, 37.05401462729781, 38.0, 40.049968789001575, 41.19465984809196, 42.42640687119285, 42.7551166528639, 44.14748010928823, 44.64302857109943, 45.221676218380054, 45.880278987817846, 45.69463863518345, 45.617978911828175, 45.65084884205331, 45.79301256742124, 46.04345773288535, 46.400431032480725, 46.09772228646444, 45.27692569068709, 45.27692569068709, 44.68780594300866, 44.204072210600685, 43.829214001622255, 43.56604182158393, 42.5440947723653, 41.593268686170845, 40.718546143004666, 40.85339643163099, 40.162171256046406, 39.56008088970496, 39.05124837953327, 38.63935817272331, 38.3275357934736, 37.12142238654117, 37.013511046643494, 37.013511046643494, 37.12142238654117, 37.33630940518894, 37.656340767525464, 37.107950630558946, 37.64306044943742, 37.33630940518894, 37.16180835212409, 37.12142238654117, 37.21558813185679, 37.44329045369811, 37.013511046643494, 37.53664875824692, 38.18376618407357, 38.948684188300895, 39.824615503479755, 39.408120990476064, 39.96248240537617, 41.182520563948, 42.04759208325728, 43.08131845707603, 44.27188724235731, 45.880278987817846, 47.29693436154187, 47.853944456021594, 47.51841748206689, 48.25971404805462, 49.09175083453431, 50.08991914547278, 48.25971404805462, 48.507731342539614, 47.853944456021594, 47.29693436154187, 46.84015371452148, 45.221676218380054, 44.01136216933077, 42.95346318982906, 42.05948168962618]",2
17,"[21.213203435596427, 19.1049731745428, 18.0, 17.029386365926403, 15.033296378372908, 15.297058540778355, 17.26267650163207, 15.297058540778355, 13.341664064126334, 11.704699910719626, 11.180339887498949, 10.0, 10.198039027185569, 10.770329614269007, 11.661903789690601, 12.041594578792296, 12.806248474865697, 10.0, 9.219544457292887, 8.06225774829855, 7.280109889280518, 6.082762530298219, 7.615773105863909, 8.602325267042627, 9.899494936611665, 10.295630140987, 10.44030650891055, 11.180339887498949, 12.649110640673518, 13.341664064126334, 15.033296378372908, 17.0, 18.110770276274835, 19.4164878389476, 18.973665961010276, 17.88854381999832, 15.652475842498529, 13.892443989449804, 11.661903789690601, 10.295630140987, 8.06225774829855, 5.830951894845301, 7.211102550927978, 9.433981132056603, 11.661903789690601, 13.038404810405298, 14.7648230602334, 17.0, 18.867962264113206, 18.788294228055936, 19.924858845171276, 22.135943621178654, 21.02379604162864, 21.095023109728988, 20.615528128088304, 19.79898987322333, 19.849433241279208, 20.518284528683193, 21.400934559032695, 21.095023109728988, 21.93171219946131, 22.135943621178654, 22.561028345356956, 22.20360331117452, 24.020824298928627, 26.076809620810597, 26.30589287593181, 26.30589287593181, 27.65863337187866, 26.248809496813376, 26.248809496813376, 26.0, 26.832815729997478, 26.92582403567252, 27.202941017470888, 27.65863337187866, 27.294688127912362, 26.076809620810597, 27.0, 27.073972741361768, 27.294688127912362, 26.68332812825267, 25.298221281347036, 26.92582403567252, 26.832815729997478, 26.92582403567252, 25.298221281347036, 25.709920264364882, 27.294688127912362, 27.073972741361768, 27.0, 25.019992006393608, 23.021728866442675, 21.02379604162864, 23.08679276123039, 22.360679774997898, 21.840329667841555, 20.615528128088304, 19.235384061671343, 17.0]",2
18,"[7.0, 9.055385138137417, 8.246211251235321, 9.433981132056603, 11.313708498984761, 13.038404810405298, 10.770329614269007, 9.486832980505138, 8.94427190999916, 5.385164807134504]",2
19,"[42.190046219457976, 41.048751503547585, 40.0, 39.05124837953327, 38.2099463490856, 36.49657518178932, 34.92849839314596, 33.24154027718932, 31.953090617340916, 30.463092423455635, 29.068883707497267, 28.30194339616981, 28.600699292150182, 29.832867780352597, 29.832867780352597, 28.600699292150182, 28.30194339616981, 28.653097563788805, 29.546573405388315, 31.016124838541646, 32.28002478313795, 33.95585369269929, 35.510561809129406, 37.21558813185679, 38.05259518088089, 40.0, 41.048751503547585, 42.190046219457976, 42.42640687119285, 42.7551166528639, 43.174066289845804, 43.68065933568311, 44.27188724235731, 44.94441010848846, 44.77722635447622, 44.721359549995796, 44.77722635447622, 44.94441010848846, 44.40720662234904, 44.04543109109048, 43.86342439892262, 43.139309220245984, 43.278170016764804, 42.80186911806539, 41.617304093369626, 41.340053217188775, 40.311288741492746, 39.35733730830886, 38.48376280978771, 37.69615364994153, 37.0, 36.40054944640259, 35.90264614203248, 35.510561809129406, 34.23448553724738, 34.058772731852805, 34.0, 33.06055050963308, 33.24154027718932, 32.55764119219941, 32.984845004941285, 32.57299494980466, 33.24154027718932, 33.1058907144937, 33.12099032335839, 33.28663395418648, 32.802438933713454, 33.301651610693426, 33.94112549695428, 34.058772731852805, 34.40930106817051, 34.9857113690718, 36.235341863986875, 37.16180835212409, 37.33630940518894, 38.897300677553446, 40.26164427839479, 41.773197148410844, 43.41658669218482, 44.181444068749045, 46.04345773288535, 47.0, 48.041648597857254, 48.16637831516918, 49.36598018878993, 50.635955604688654, 50.635955604688654, 49.36598018878993, 48.16637831516918, 48.041648597857254, 47.0, 47.042533945356304, 45.17742799230607, 43.41658669218482, 42.7551166528639, 41.23105625617661, 39.84971769034255, 38.27531841800928, 37.16180835212409, 37.12142238654117]",2
20,"[32.01562118716424, 32.28002478313795, 32.57299494980466, 32.89376840679705, 33.24154027718932, 32.69556544854363, 33.1058907144937, 33.54101966249684, 33.12099032335839, 33.61547262794322, 33.28663395418648, 33.015148038438355, 33.60059523282288, 33.421549934136806, 34.058772731852805, 33.97057550292606, 33.24154027718932, 33.94112549695428, 33.97057550292606, 34.058772731852805, 34.828149534535996, 35.0, 35.22782990761707, 35.510561809129406, 34.132096331752024, 34.9857113690718, 35.84689665786984, 36.235341863986875, 36.6742416417845, 37.16180835212409, 37.69615364994153, 38.27531841800928, 38.897300677553446, 39.56008088970496, 40.26164427839479, 41.0, 41.773197148410844, 42.579337712087536, 43.41658669218482, 44.28317965096906, 44.181444068749045, 45.09988913511872, 46.04345773288535, 47.01063709417264, 48.0, 48.010415536631214, 48.041648597857254, 48.093658625644196, 48.16637831516918, 48.25971404805462, 49.36598018878993, 49.49747468305833, 50.635955604688654, 51.78802950489621, 52.773099207835045, 52.61178575186362, 53.46026561849464, 52.3450093132096, 52.23983154643591, 51.35172830587107, 50.48762224545735, 49.36598018878993, 48.25971404805462, 48.16637831516918, 48.093658625644196, 48.041648597857254, 48.010415536631214, 48.0, 48.010415536631214, 47.042533945356304, 46.09772228646444, 45.17742799230607, 44.28317965096906, 44.40720662234904, 43.56604182158393, 42.7551166528639, 41.97618372363071, 41.23105625617661, 40.52159917870962, 39.84971769034255, 39.21734310225516, 38.62641583165593, 38.07886552931954, 37.57658845611187, 37.12142238654117, 36.71511950137164, 35.84689665786984, 35.510561809129406, 36.05551275463989, 35.805027579936315, 35.608987629529715, 34.828149534535996, 34.713109915419565, 34.655446902326915, 33.94112549695428, 33.97057550292606, 34.713109915419565, 34.058772731852805, 34.20526275297414, 33.60059523282288]",2
21,"[44.40720662234904, 43.104524124504614, 42.0, 40.11234224026316, 37.48332962798263, 35.17101079013795, 32.89376840679705, 30.463092423455635, 28.178005607210743, 26.076809620810597, 24.839484696748443, 26.1725046566048, 24.08318915758459, 25.238858928247925, 27.294688127912362, 29.546573405388315, 31.953090617340916, 34.20526275297414, 36.49657518178932, 39.11521443121589, 41.0, 43.104524124504614, 44.40720662234904, 44.91102314577124, 45.60701700396552, 45.5411901469428, 46.61544808322666, 46.95742752749558, 46.647615158762406, 45.803929962395145, 45.45327270945405, 45.254833995939045, 43.93176527297759, 43.60045871318328, 42.720018726587654, 41.182520563948, 39.81205847478876, 39.56008088970496, 38.600518131237564, 36.87817782917155, 36.345563690772494, 36.05551275463989, 35.014282800023196, 35.22782990761707, 34.713109915419565, 35.4400902933387, 35.4682957019364, 34.88552708502482, 35.510561809129406, 35.608987629529715, 36.069377593742864, 35.4682957019364, 37.8021163428716, 38.58756276314948, 38.91015291668744, 40.85339643163099, 42.720018726587654, 44.91102314577124, 47.38143096192854, 48.093658625644196, 49.0, 51.088159097779204, 51.35172830587107, 51.088159097779204, 49.0, 48.093658625644196, 47.38143096192854, 45.89117562233506, 43.68065933568311, 41.78516483155236, 39.81205847478876, 39.44616584663204, 38.01315561749642, 36.235341863986875, 36.76955262170047, 36.235341863986875, 36.05551275463989, 35.35533905932738, 34.92849839314596, 34.785054261852174, 34.92849839314596, 35.35533905932738, 35.05709628591621, 36.013886210738214, 36.22154055254967, 36.6742416417845, 37.36308338453881, 39.21734310225516, 40.311288741492746, 40.70626487409524, 42.190046219457976, 43.01162633521314, 44.04543109109048, 45.27692569068709, 46.010868281309364, 47.01063709417264, 46.87216658103186, 47.01063709417264, 46.51881339845203, 46.238512086787566]",2
22,"[42.2965719651132, 41.048751503547585, 40.01249804748511, 38.2099463490856, 35.6931365951495, 33.52610922848042, 31.38470965295043, 30.01666203960727, 30.0, 30.610455730027933, 29.68164415931166, 29.966648127543394, 31.953090617340916, 33.95585369269929, 36.345563690772494, 39.05124837953327, 40.01249804748511, 41.19465984809196, 42.579337712087536, 43.174066289845804, 43.965895873961216, 44.01136216933077, 44.28317965096906, 43.9089968002003, 43.829214001622255, 43.278170016764804, 43.139309220245984, 43.278170016764804, 41.400483088968905, 40.496913462633174, 38.948684188300895, 37.57658845611187, 37.33630940518894, 35.4400902933387, 34.713109915419565, 33.24154027718932, 32.01562118716424, 32.0624390837628, 31.400636936215164, 31.04834939252005, 31.016124838541646, 30.4138126514911, 31.064449134018133, 31.240998703626616, 31.827660925679098, 32.202484376209235, 32.2490309931942, 34.0147027033899, 34.785054261852174, 37.107950630558946, 38.47076812334269, 41.10960958218893, 43.0, 46.09772228646444, 46.389654018972806, 46.87216658103186, 49.47726750741192, 51.92301994298868, 49.64876634922564, 51.92301994298868, 51.19570294468082, 50.635955604688654, 50.24937810560445, 49.040799340956916, 48.010415536631214, 48.0, 50.08991914547278, 50.35871324805669, 50.80354318352215, 50.44799302251776, 47.853944456021594, 46.389654018972806, 46.09772228646444, 44.0, 42.1070065428546, 39.45883931389772, 37.107950630558946, 35.73513677041127, 34.0147027033899, 33.12099032335839, 32.202484376209235, 32.55764119219941, 31.89043743820395, 31.622776601683793, 30.886890422961002, 31.38470965295043, 31.32091952673165, 30.59411708155671, 31.144823004794873, 32.0, 33.13608305156178, 33.54101966249684, 35.17101079013795, 36.05551275463989, 37.16180835212409, 38.47076812334269, 39.96248240537617, 40.80441152620633, 42.638011210655684, 43.139309220245984]",2
23,"[43.93176527297759, 42.579337712087536, 42.2965719651132, 42.1070065428546, 41.012193308819754, 40.01249804748511, 39.11521443121589, 37.33630940518894, 36.6742416417845, 34.92849839314596, 33.52610922848042, 31.953090617340916, 30.870698080866262, 29.5296461204668, 29.68164415931166, 30.0, 31.240998703626616, 30.0, 29.68164415931166, 28.653097563788805, 29.966648127543394, 31.016124838541646, 32.57299494980466, 33.95585369269929, 35.6931365951495, 37.33630940518894, 38.118237105091836, 39.01281840626232, 41.012193308819754, 42.1070065428546, 42.2965719651132, 42.579337712087536, 43.93176527297759, 43.41658669218482, 43.965895873961216, 44.598206241955516, 44.384682042344295, 45.18849411078001, 44.294469180700204, 44.41846462902562, 43.829214001622255, 44.204072210600685, 43.278170016764804, 43.139309220245984, 43.18564576337837, 42.638011210655684, 42.20189569201838, 41.048751503547585, 40.8166632639171, 39.824615503479755, 38.91015291668744, 38.07886552931954, 37.33630940518894, 36.68787265568828, 36.138621999185304, 35.6931365951495, 34.36568055487916, 33.13608305156178, 33.015148038438355, 32.01562118716424, 32.14031735997639, 32.38826948140329, 31.78049716414141, 32.28002478313795, 31.953090617340916, 31.78049716414141, 31.76476034853718, 31.906112267087632, 32.202484376209235, 31.89043743820395, 32.526911934581186, 32.64965543462902, 33.015148038438355, 34.132096331752024, 35.35533905932738, 35.34119409414458, 36.40054944640259, 37.64306044943742, 39.05124837953327, 40.607881008493905, 42.2965719651132, 43.104524124504614, 45.0111097397076, 46.010868281309364, 47.095647357266465, 47.265209192385896, 47.51841748206689, 48.83646178829912, 49.8196748283246, 48.507731342539614, 47.265209192385896, 47.095647357266465, 47.01063709417264, 46.010868281309364, 44.10215414239989, 43.289721643826724, 41.593268686170845, 40.024992192379, 38.600518131237564, 37.33630940518894]",2
24,"[45.12205669071391, 43.73785545725808, 43.41658669218482, 43.18564576337837, 41.048751503547585, 40.0, 39.05124837953327, 37.21558813185679, 35.510561809129406, 33.734255586866, 32.28002478313795, 30.675723300355934, 29.154759474226502, 27.313000567495326, 25.942243542145693, 25.238858928247925, 24.20743687382041, 24.041630560342615, 23.430749027719962, 24.413111231467404, 25.553864678361276, 26.40075756488817, 28.231188426986208, 29.732137494637012, 31.32091952673165, 32.7566787083184, 34.52535300326414, 36.22154055254967, 38.05259518088089, 39.0, 41.048751503547585, 42.190046219457976, 43.41658669218482, 43.73785545725808, 45.12205669071391, 44.64302857109943, 45.221676218380054, 45.880278987817846, 45.69463863518345, 46.51881339845203, 46.52956049652737, 45.79301256742124, 46.04345773288535, 46.400431032480725, 46.09772228646444, 45.27692569068709, 45.27692569068709, 44.68780594300866, 44.204072210600685, 43.829214001622255, 42.720018726587654, 42.5440947723653, 41.593268686170845, 40.718546143004666, 39.92492955535426, 39.21734310225516, 38.600518131237564, 38.07886552931954, 37.656340767525464, 37.33630940518894, 37.12142238654117, 36.013886210738214, 36.013886210738214, 36.124783736376884, 35.35533905932738, 35.6931365951495, 36.138621999185304, 35.73513677041127, 35.4682957019364, 35.34119409414458, 35.35533905932738, 35.510561809129406, 35.805027579936315, 35.4682957019364, 35.35533905932738, 36.069377593742864, 36.124783736376884, 36.40054944640259, 36.05551275463989, 35.84689665786984, 35.77708763999664, 35.84689665786984, 36.05551275463989, 35.4400902933387, 35.90264614203248, 35.510561809129406, 35.22782990761707, 36.05551275463989, 36.0, 37.05401462729781, 37.21558813185679, 37.48332962798263, 37.8549864614954, 38.3275357934736, 38.897300677553446, 39.56008088970496, 40.311288741492746, 41.14608122288197, 42.05948168962618, 42.190046219457976]",2
25,"[43.73785545725808, 42.2965719651132, 41.048751503547585, 41.012193308819754, 39.20459156782532, 37.656340767525464, 35.17101079013795, 33.24154027718932, 30.870698080866262, 29.154759474226502, 29.206163733020468, 29.068883707497267, 28.0178514522438, 29.5296461204668, 31.38470965295043, 33.52610922848042, 35.90264614203248, 37.33630940518894, 40.049968789001575, 41.012193308819754, 42.190046219457976, 42.579337712087536, 44.14748010928823, 43.965895873961216, 44.94441010848846, 45.18849411078001, 44.77722635447622, 43.829214001622255, 44.04543109109048, 43.840620433565945, 42.5205832509386, 42.20189569201838, 41.340053217188775, 39.824615503479755, 38.48376280978771, 37.33630940518894, 36.40054944640259, 35.6931365951495, 34.23448553724738, 34.0147027033899, 33.06055050963308, 33.37663853655727, 32.984845004941285, 32.89376840679705, 33.1058907144937, 32.7566787083184, 33.60059523282288, 33.24154027718932, 34.058772731852805, 35.22782990761707, 36.71511950137164, 37.16180835212409, 39.21734310225516, 41.23105625617661, 43.56604182158393, 45.17742799230607, 48.010415536631214, 48.041648597857254, 49.25444142409901, 50.35871324805669, 52.15361924162119, 51.0098029794274, 52.03844732503075, 49.25444142409901, 47.67598976424087, 45.35416188179427, 43.32435804486894, 41.23105625617661, 41.78516483155236, 43.68065933568311, 45.89117562233506, 48.373546489791295, 50.08991914547278, 50.0, 48.041648597857254, 45.27692569068709, 43.73785545725808, 41.48493702538308, 39.56008088970496, 37.57658845611187, 37.21558813185679, 35.805027579936315, 34.713109915419565, 33.97057550292606, 33.60059523282288, 33.61547262794322, 33.1058907144937, 32.89376840679705, 32.984845004941285, 33.37663853655727, 33.06055050963308, 34.0147027033899, 34.23448553724738, 35.6931365951495, 36.40054944640259, 37.33630940518894, 38.48376280978771, 39.824615503479755, 41.340053217188775, 42.20189569201838]",2
