,features,class
472,"[2.0, 3.1622776601683795, 4.123105625617661, 5.385164807134504, 5.830951894845301, 7.211102550927978, 7.810249675906654, 8.48528137423857, 9.219544457292887, 10.0, 10.816653826391969, 11.180339887498949, 12.083045973594572, 13.0, 13.92838827718412, 14.866068747318506, 16.15549442140351, 17.08800749063506, 18.027756377319946, 18.973665961010276, 20.248456731316587, 21.18962010041709, 21.840329667841555, 22.80350850198276, 23.769728648009426, 24.73863375370596, 25.495097567963924, 25.317977802344327, 25.179356624028344, 25.079872407968907, 26.019223662515376, 25.0, 25.019992006393608, 25.079872407968907, 24.186773244895647, 23.345235059857504, 22.561028345356956, 22.360679774997898, 23.194827009486403, 24.08318915758459, 25.019992006393608, 25.0, 25.019992006393608, 25.079872407968907, 24.186773244895647, 23.194827009486403, 22.20360331117452, 21.213203435596427, 20.223748416156685, 19.235384061671343, 18.110770276274835, 17.11724276862369, 16.1245154965971, 15.132745950421556, 14.142135623730951, 13.038404810405298, 12.041594578792296, 11.045361017187261, 10.04987562112089, 9.055385138137417, 8.06225774829855, 7.0710678118654755, 6.082762530298219, 5.0, 4.123105625617661, 4.47213595499958, 5.830951894845301, 6.4031242374328485, 7.810249675906654, 8.48528137423857, 9.219544457292887, 8.48528137423857, 7.810249675906654, 6.4031242374328485, 5.830951894845301, 4.47213595499958, 4.242640687119285, 5.0, 5.830951894845301, 6.708203932499369, 7.615773105863909, 8.54400374531753, 9.486832980505138, 10.770329614269007, 11.704699910719626, 12.649110640673518, 13.601470508735444, 12.649110640673518, 11.704699910719626, 10.44030650891055, 9.486832980505138, 8.54400374531753, 7.615773105863909, 6.708203932499369, 5.830951894845301, 5.0, 3.605551275463989, 2.8284271247461903, 1.4142135623730951, 1.0]",1
473,"[8.06225774829855, 10.44030650891055, 16.278820596099706, 25.238858928247925, 25.96150997149434, 20.09975124224178, 22.20360331117452, 20.396078054371138, 16.15549442140351, 9.219544457292887]",1
474,"[43.289721643826724, 42.1070065428546, 41.012193308819754, 39.01281840626232, 37.12142238654117, 35.35533905932738, 33.54101966249684, 31.78049716414141, 30.083217912982647, 29.120439557122072, 30.805843601498726, 32.55764119219941, 34.36568055487916, 36.124783736376884, 38.01315561749642, 40.01249804748511, 41.10960958218893, 42.2965719651132, 43.56604182158393, 43.93176527297759, 44.384682042344295, 44.9221548904324, 45.5411901469428, 46.238512086787566, 46.09772228646444, 46.06517122512408, 45.27692569068709, 45.48626166217664, 45.0, 44.04543109109048, 43.18564576337837, 42.42640687119285, 42.5205832509386, 40.45985664828782, 40.80441152620633, 40.496913462633174, 39.44616584663204, 38.47076812334269, 37.57658845611187, 37.69615364994153, 37.0, 36.40054944640259, 35.90264614203248, 35.510561809129406, 35.22782990761707, 35.05709628591621, 35.0, 34.058772731852805, 34.23448553724738, 34.52535300326414, 34.92849839314596, 34.48187929913333, 35.11409973215888, 34.92849839314596, 35.77708763999664, 35.84689665786984, 36.89173349139343, 37.20215047547655, 36.87817782917155, 37.48332962798263, 38.2099463490856, 39.05124837953327, 39.408120990476064, 40.496913462633174, 41.182520563948, 42.485291572496, 43.86342439892262, 45.31004303683677, 46.486557196677836, 47.80167361086848, 49.24428900898052, 48.83646178829912, 48.507731342539614, 49.25444142409901, 48.093658625644196, 48.010415536631214, 46.010868281309364, 44.10215414239989, 42.2965719651132, 40.607881008493905, 41.593268686170845, 43.289721643826724, 45.09988913511872, 47.01063709417264, 48.010415536631214, 48.093658625644196, 49.25444142409901, 48.507731342539614, 48.83646178829912, 49.24428900898052, 48.76474136094644, 47.43416490252569, 46.238512086787566, 44.77722635447622, 43.382023926967726, 42.05948168962618, 41.340053217188775, 40.22437072223753, 39.824615503479755, 38.948684188300895]",1
475,"[42.42640687119285, 41.19465984809196, 40.049968789001575, 38.0, 37.05401462729781, 35.12833614050059, 33.37663853655727, 31.78049716414141, 29.832867780352597, 28.160255680657446, 26.92582403567252, 26.92582403567252, 28.160255680657446, 29.832867780352597, 31.575306807693888, 33.24154027718932, 35.12833614050059, 37.013511046643494, 38.01315561749642, 40.11234224026316, 41.30375285612676, 42.579337712087536, 42.95346318982906, 43.41658669218482, 43.965895873961216, 44.598206241955516, 45.31004303683677, 45.18849411078001, 45.17742799230607, 44.41846462902562, 44.654227123532216, 44.204072210600685, 43.278170016764804, 42.44997055358225, 41.72529209005013, 41.10960958218893, 40.607881008493905, 40.22437072223753, 39.96248240537617, 38.948684188300895, 38.01315561749642, 37.16180835212409, 36.40054944640259, 36.68787265568828, 35.17101079013795, 34.713109915419565, 34.36568055487916, 34.132096331752024, 34.0147027033899, 34.0147027033899, 34.132096331752024, 33.37663853655727, 33.734255586866, 34.20526275297414, 33.83784863137726, 34.539832078341085, 35.34119409414458, 35.35533905932738, 35.510561809129406, 36.61966684720111, 37.013511046643494, 36.796738985948195, 37.48332962798263, 37.64306044943742, 38.600518131237564, 39.66106403010388, 40.311288741492746, 41.14608122288197, 42.5440947723653, 44.01136216933077, 45.5411901469428, 46.84015371452148, 48.27007354458868, 48.83646178829912, 49.49747468305833, 49.25444142409901, 49.09175083453431, 49.01020301937138, 48.010415536631214, 46.09772228646444, 44.28317965096906, 42.42640687119285, 41.773197148410844, 40.26164427839479, 41.97618372363071, 42.579337712087536, 44.40720662234904, 46.17358552246078, 48.041648597857254, 48.0, 49.040799340956916, 49.16299421312742, 49.36598018878993, 48.662100242385755, 49.03060268852505, 48.507731342539614, 47.12748667179272, 45.880278987817846, 44.01136216933077, 42.95346318982906]",1
476,"[10.0, 9.433981132056603, 8.94427190999916, 8.54400374531753, 9.219544457292887, 10.04987562112089, 9.0, 9.055385138137417, 9.219544457292887, 10.44030650891055, 11.704699910719626, 12.36931687685298, 11.704699910719626, 11.180339887498949, 10.816653826391969, 11.40175425099138, 11.313708498984761, 12.727922061357855, 12.806248474865697, 13.601470508735444, 15.0, 15.811388300841896, 16.64331697709324, 17.4928556845359, 18.867962264113206, 19.72308292331602, 20.591260281974, 21.95449840010015, 22.825424421026653, 23.706539182259394, 25.059928172283335, 25.942243542145693, 26.40075756488817, 26.0, 25.632011235952593, 26.248809496813376, 26.92582403567252, 28.160255680657446, 27.892651361962706, 26.68332812825267, 27.459060435491963, 26.68332812825267, 25.495097567963924, 24.515301344262525, 23.345235059857504, 22.561028345356956, 21.587033144922902, 20.615528128088304, 19.4164878389476, 19.235384061671343, 20.09975124224178, 21.095023109728988, 21.02379604162864, 20.09975124224178, 19.235384061671343, 18.439088914585774, 17.46424919657298, 16.278820596099706, 15.524174696260024, 14.560219778561036, 13.601470508735444, 12.649110640673518, 12.083045973594572, 11.180339887498949, 9.848857801796104, 9.486832980505138, 9.219544457292887, 10.04987562112089, 11.180339887498949, 10.04987562112089, 11.0, 12.041594578792296, 11.180339887498949, 12.36931687685298, 13.341664064126334, 14.560219778561036, 15.811388300841896, 16.15549442140351, 16.55294535724685, 17.0, 17.4928556845359, 17.204650534085253, 17.029386365926403, 16.401219466856727, 15.811388300841896, 15.264337522473747, 15.811388300841896, 17.204650534085253, 17.4928556845359, 17.0, 16.55294535724685, 16.15549442140351, 14.866068747318506, 13.601470508735444, 12.36931687685298, 11.180339887498949, 12.041594578792296, 11.0, 10.04987562112089, 9.219544457292887]",1
477,"[43.289721643826724, 42.04759208325728, 39.01281840626232, 37.12142238654117, 34.52535300326414, 31.78049716414141, 29.410882339705484, 26.92582403567252, 24.596747752497688, 23.021728866442675, 22.627416997969522, 25.495097567963924, 24.08318915758459, 22.627416997969522, 22.20360331117452, 23.706539182259394, 26.0, 28.460498941515414, 30.805843601498726, 33.54101966249684, 36.124783736376884, 39.01281840626232, 41.048751503547585, 43.289721643826724, 43.73785545725808, 44.384682042344295, 45.221676218380054, 45.31004303683677, 45.617978911828175, 45.27692569068709, 44.40720662234904, 44.68780594300866, 43.139309220245984, 42.5205832509386, 42.20189569201838, 39.66106403010388, 38.07886552931954, 37.57658845611187, 36.40054944640259, 35.4400902933387, 34.713109915419565, 35.22782990761707, 34.0147027033899, 34.058772731852805, 35.35533905932738, 34.92849839314596, 35.73513677041127, 36.76955262170047, 37.12142238654117, 37.73592452822641, 38.600518131237564, 38.948684188300895, 39.6232255123179, 41.23105625617661, 41.88078318274385, 43.41658669218482, 45.617978911828175, 47.53945729601885, 49.64876634922564, 50.695167422546305, 50.99019513592785, 50.48762224545735, 50.15974481593781, 47.01063709417264, 44.04543109109048, 41.30375285612676, 42.2965719651132, 45.044422518220834, 48.010415536631214, 50.15974481593781, 50.48762224545735, 50.99019513592785, 50.695167422546305, 49.64876634922564, 48.46648326421054, 46.51881339845203, 44.294469180700204, 42.720018726587654, 42.01190307520001, 40.36087214122113, 39.6232255123179, 39.20459156782532, 38.27531841800928, 37.589892258425, 36.24913792078372, 36.05551275463989, 35.17101079013795, 35.510561809129406, 34.132096331752024, 35.0, 35.12833614050059, 34.52535300326414, 35.17101079013795, 36.05551275463989, 37.16180835212409, 37.589892258425, 39.11521443121589, 41.617304093369626, 42.638011210655684, 43.139309220245984]",1
478,"[43.56604182158393, 42.2965719651132, 41.10960958218893, 39.01281840626232, 38.01315561749642, 36.124783736376884, 34.23448553724738, 34.52535300326414, 32.38826948140329, 30.59411708155671, 28.861739379323623, 29.614185789921695, 31.400636936215164, 33.24154027718932, 35.12833614050059, 37.013511046643494, 39.01281840626232, 40.11234224026316, 42.2965719651132, 43.56604182158393, 43.93176527297759, 44.384682042344295, 44.9221548904324, 45.5411901469428, 46.238512086787566, 47.01063709417264, 46.95742752749558, 47.01063709417264, 46.32493928760188, 46.61544808322666, 46.22769732530488, 46.010868281309364, 44.553338819890925, 43.86342439892262, 43.278170016764804, 42.01190307520001, 41.617304093369626, 41.340053217188775, 41.182520563948, 40.24922359499622, 39.395431207184416, 38.62641583165593, 37.94733192202055, 38.3275357934736, 36.87817782917155, 36.49657518178932, 37.21558813185679, 37.05401462729781, 37.0, 36.05551275463989, 36.22154055254967, 36.49657518178932, 35.90264614203248, 36.40054944640259, 36.05551275463989, 36.76955262170047, 37.57658845611187, 37.589892258425, 37.73592452822641, 38.01315561749642, 38.41874542459709, 38.948684188300895, 39.59797974644666, 39.698866482558415, 40.607881008493905, 41.617304093369626, 42.190046219457976, 42.941821107167776, 44.28317965096906, 45.69463863518345, 47.16990566028302, 48.38388161361178, 49.72926703662542, 51.19570294468082, 50.80354318352215, 51.478150704935004, 51.24451190127583, 51.088159097779204, 50.00999900019995, 48.010415536631214, 46.09772228646444, 44.181444068749045, 42.42640687119285, 41.773197148410844, 43.41658669218482, 45.17742799230607, 47.095647357266465, 49.01020301937138, 50.00999900019995, 51.088159097779204, 51.24451190127583, 51.478150704935004, 50.80354318352215, 51.19570294468082, 50.695167422546305, 49.33558553417604, 48.104053883222775, 46.61544808322666, 45.18849411078001, 43.829214001622255]",1
479,"[43.18564576337837, 43.139309220245984, 42.5205832509386, 41.23105625617661, 40.80441152620633, 40.496913462633174, 40.311288741492746, 39.35733730830886, 38.48376280978771, 37.69615364994153, 37.0, 37.36308338453881, 35.90264614203248, 35.510561809129406, 36.22154055254967, 36.05551275463989, 35.0, 35.05709628591621, 35.22782990761707, 35.510561809129406, 34.92849839314596, 35.4400902933387, 36.05551275463989, 35.84689665786984, 36.6742416417845, 36.71511950137164, 36.89173349139343, 37.20215047547655, 37.64306044943742, 37.48332962798263, 38.2099463490856, 39.05124837953327, 40.0, 40.496913462633174, 41.182520563948, 42.485291572496, 43.86342439892262, 44.94441010848846, 46.486557196677836, 47.80167361086848, 49.24428900898052, 49.8196748283246, 49.49747468305833, 49.25444142409901, 49.09175083453431, 49.01020301937138, 47.01063709417264, 45.09988913511872, 43.289721643826724, 41.593268686170845, 41.0, 42.579337712087536, 44.28317965096906, 45.09988913511872, 47.042533945356304, 48.0, 49.040799340956916, 49.16299421312742, 49.36598018878993, 49.64876634922564, 50.00999900019995, 49.47726750741192, 48.08326112068523, 46.8187996428785, 45.31004303683677, 43.86342439892262, 42.485291572496, 41.677331968349414, 41.048751503547585, 40.0, 39.05124837953327, 38.897300677553446, 38.2099463490856, 38.41874542459709, 37.20215047547655, 36.89173349139343, 36.71511950137164, 36.6742416417845, 35.84689665786984, 36.05551275463989, 35.4400902933387, 34.92849839314596, 35.510561809129406, 35.22782990761707, 35.05709628591621, 35.0, 36.05551275463989, 36.22154055254967, 35.510561809129406, 35.90264614203248, 37.36308338453881, 37.0, 37.69615364994153, 38.48376280978771, 39.35733730830886, 40.311288741492746, 40.496913462633174, 40.80441152620633, 41.23105625617661, 42.5205832509386]",1
480,"[43.104524124504614, 42.04759208325728, 42.01190307520001, 41.0, 41.012193308819754, 40.049968789001575, 39.11521443121589, 38.2099463490856, 37.21558813185679, 36.345563690772494, 35.510561809129406, 34.713109915419565, 33.734255586866, 32.984845004941285, 32.01562118716424, 31.32091952673165, 30.364452901377952, 29.732137494637012, 28.792360097775937, 28.231188426986208, 29.546573405388315, 29.966648127543394, 31.304951684997057, 30.886890422961002, 32.2490309931942, 32.7566787083184, 32.449961479175904, 31.622776601683793, 31.400636936215164, 30.610455730027933, 29.206163733020468, 28.42534080710379, 27.018512172212592, 26.248809496813376, 26.1725046566048, 25.45584412271571, 26.1725046566048, 26.248809496813376, 26.40075756488817, 25.80697580112788, 26.40075756488817, 27.018512172212592, 28.42534080710379, 29.206163733020468, 30.610455730027933, 31.400636936215164, 31.622776601683793, 32.449961479175904, 32.7566787083184, 32.2490309931942, 30.886890422961002, 31.304951684997057, 29.966648127543394, 29.068883707497267, 28.653097563788805, 27.784887978899608, 27.459060435491963, 28.0178514522438, 27.459060435491963, 27.784887978899608, 28.653097563788805, 29.068883707497267, 29.546573405388315, 28.231188426986208, 27.313000567495326, 26.40075756488817, 25.942243542145693, 25.059928172283335, 24.186773244895647, 23.853720883753127, 23.021728866442675, 22.80350850198276, 22.67156809750927, 22.627416997969522, 23.345235059857504, 24.08318915758459, 24.839484696748443, 25.612496949731394, 24.839484696748443, 24.08318915758459, 23.345235059857504, 22.627416997969522, 21.93171219946131, 22.02271554554524, 22.20360331117452, 23.021728866442675, 23.323807579381203, 24.186773244895647, 25.059928172283335, 25.942243542145693, 26.40075756488817, 27.313000567495326, 27.85677655436824, 28.792360097775937, 29.410882339705484, 30.364452901377952, 31.04834939252005, 32.01562118716424, 32.7566787083184, 33.734255586866]",1
481,"[43.56604182158393, 42.42640687119285, 42.2965719651132, 42.190046219457976, 42.1070065428546, 41.048751503547585, 40.01249804748511, 39.0, 38.01315561749642, 37.05401462729781, 36.124783736376884, 35.22782990761707, 34.36568055487916, 33.37663853655727, 32.55764119219941, 31.78049716414141, 30.805843601498726, 30.083217912982647, 29.410882339705484, 28.460498941515414, 27.51363298439521, 26.92582403567252, 26.0, 25.495097567963924, 24.596747752497688, 24.186773244895647, 23.853720883753127, 23.600847442411894, 23.430749027719962, 24.08318915758459, 23.345235059857504, 23.430749027719962, 22.80350850198276, 23.021728866442675, 23.323807579381203, 23.706539182259394, 24.596747752497688, 25.079872407968907, 26.0, 26.570660511172846, 27.51363298439521, 28.460498941515414, 29.120439557122072, 29.832867780352597, 30.805843601498726, 31.575306807693888, 32.38826948140329, 33.37663853655727, 34.23448553724738, 35.12833614050059, 36.05551275463989, 37.013511046643494, 38.0, 39.01281840626232, 40.049968789001575, 41.10960958218893, 42.190046219457976, 42.2965719651132, 42.42640687119285, 43.56604182158393, 43.73785545725808, 43.93176527297759, 44.14748010928823, 44.384682042344295, 44.64302857109943, 44.9221548904324, 45.221676218380054, 45.5411901469428, 44.94441010848846, 45.31004303683677, 45.69463863518345, 46.09772228646444, 46.51881339845203, 46.06517122512408, 45.65084884205331, 46.14108798023731, 45.79301256742124, 45.48626166217664, 46.04345773288535, 45.803929962395145, 45.60701700396552, 45.45327270945405, 45.34313619501854, 44.598206241955516, 44.553338819890925, 44.553338819890925, 43.86342439892262, 43.93176527297759, 43.278170016764804, 43.41658669218482, 42.80186911806539, 43.01162633521314, 42.43819034784589, 42.720018726587654, 42.190046219457976, 43.04648650006177, 43.41658669218482, 44.77722635447622, 43.9089968002003, 43.04648650006177]",1
482,"[25.179356624028344, 23.021728866442675, 22.0, 20.024984394500787, 18.027756377319946, 16.1245154965971, 14.142135623730951, 12.0, 11.180339887498949, 9.219544457292887, 7.0, 5.0, 7.0710678118654755, 8.54400374531753, 8.602325267042627, 9.899494936611665, 9.899494936611665, 8.602325267042627, 8.54400374531753, 10.44030650891055, 11.180339887498949, 12.206555615733702, 14.212670403551895, 14.866068747318506, 15.811388300841896, 17.0, 18.027756377319946, 18.439088914585774, 18.110770276274835, 19.0, 19.1049731745428, 18.439088914585774, 18.973665961010276, 19.697715603592208, 19.72308292331602, 20.0, 19.79898987322333, 20.0, 17.804493814764857, 17.69180601295413, 17.204650534085253, 17.0, 17.08800749063506, 15.524174696260024, 15.132745950421556, 14.0, 13.152946437965905, 11.704699910719626, 9.848857801796104, 7.615773105863909, 9.486832980505138, 10.04987562112089, 9.055385138137417, 7.0710678118654755, 5.0990195135927845, 5.0990195135927845, 7.0710678118654755, 9.055385138137417, 10.04987562112089, 9.486832980505138, 11.40175425099138, 13.038404810405298, 14.035668847618199, 15.297058540778355, 15.811388300841896, 16.55294535724685, 16.64331697709324, 17.029386365926403, 17.029386365926403, 17.4928556845359, 15.652475842498529, 13.416407864998739, 10.770329614269007, 9.219544457292887, 7.0710678118654755, 7.0710678118654755, 7.0710678118654755, 8.06225774829855, 10.44030650891055, 12.165525060596439, 14.035668847618199, 15.297058540778355, 16.76305461424021, 16.55294535724685, 17.4928556845359, 18.601075237738275, 19.72308292331602, 19.72308292331602, 20.0, 19.79898987322333, 20.0, 19.72308292331602, 19.697715603592208, 18.973665961010276, 18.439088914585774, 19.1049731745428, 19.0, 18.110770276274835, 18.439088914585774, 18.027756377319946]",1
483,"[43.73785545725808, 42.2965719651132, 41.048751503547585, 39.01281840626232, 36.22154055254967, 33.54101966249684, 31.04834939252005, 32.57299494980466, 31.622776601683793, 28.460498941515414, 26.40075756488817, 28.460498941515414, 30.805843601498726, 33.37663853655727, 36.124783736376884, 39.0, 41.10960958218893, 42.42640687119285, 43.93176527297759, 44.64302857109943, 44.598206241955516, 44.77722635447622, 44.294469180700204, 44.10215414239989, 43.60045871318328, 42.5205832509386, 41.72529209005013, 41.23105625617661, 40.22437072223753, 39.44616584663204, 38.01315561749642, 36.76955262170047, 35.73513677041127, 34.92849839314596, 34.36568055487916, 34.058772731852805, 34.0147027033899, 34.23448553724738, 33.734255586866, 34.48187929913333, 34.539832078341085, 34.88552708502482, 35.510561809129406, 36.40054944640259, 36.796738985948195, 37.53664875824692, 38.600518131237564, 39.96248240537617, 41.593268686170845, 43.46262762420146, 45.5411901469428, 47.80167361086848, 49.03060268852505, 49.49747468305833, 49.16299421312742, 49.01020301937138, 47.042533945356304, 44.181444068749045, 42.579337712087536, 41.97618372363071, 43.41658669218482, 46.17358552246078, 48.010415536631214, 49.040799340956916, 49.25444142409901, 49.64876634922564, 49.24428900898052, 48.08326112068523, 45.880278987817846, 43.86342439892262, 42.05948168962618, 40.496913462633174, 39.20459156782532, 38.2099463490856, 37.53664875824692, 36.40054944640259, 35.510561809129406, 34.88552708502482, 34.539832078341085, 34.48187929913333, 33.734255586866, 34.23448553724738, 34.0147027033899, 34.058772731852805, 34.36568055487916, 34.92849839314596, 35.73513677041127, 36.76955262170047, 38.01315561749642, 39.44616584663204, 40.22437072223753, 41.23105625617661, 42.44997055358225, 43.18564576337837, 44.204072210600685, 44.654227123532216, 44.77722635447622, 45.18849411078001, 44.94441010848846, 44.9221548904324]",1
484,"[43.93176527297759, 43.840620433565945, 43.18564576337837, 42.638011210655684, 41.400483088968905, 41.048751503547585, 40.8166632639171, 39.824615503479755, 39.81205847478876, 39.0, 38.27531841800928, 37.64306044943742, 37.107950630558946, 36.6742416417845, 36.345563690772494, 36.124783736376884, 36.013886210738214, 36.013886210738214, 36.124783736376884, 35.35533905932738, 35.6931365951495, 36.138621999185304, 36.68787265568828, 36.40054944640259, 37.16180835212409, 37.12142238654117, 37.21558813185679, 38.27531841800928, 38.600518131237564, 38.28837943815329, 38.897300677553446, 39.6232255123179, 39.824615503479755, 40.80441152620633, 41.88078318274385, 42.5440947723653, 43.382023926967726, 44.77722635447622, 46.238512086787566, 47.75981574503821, 49.040799340956916, 50.44799302251776, 50.99019513592785, 50.635955604688654, 50.35871324805669, 51.15662224971465, 50.039984012787215, 48.0, 46.04345773288535, 44.181444068749045, 42.42640687119285, 41.773197148410844, 43.41658669218482, 45.17742799230607, 47.042533945356304, 49.0, 50.039984012787215, 51.15662224971465, 50.35871324805669, 50.635955604688654, 50.99019513592785, 50.44799302251776, 50.0, 48.703182647543684, 47.16990566028302, 45.69463863518345, 44.28317965096906, 43.41658669218482, 42.720018726587654, 41.617304093369626, 40.607881008493905, 40.36087214122113, 39.59797974644666, 38.948684188300895, 38.41874542459709, 38.01315561749642, 37.73592452822641, 37.589892258425, 36.6742416417845, 36.76955262170047, 36.05551275463989, 36.40054944640259, 35.90264614203248, 35.510561809129406, 36.22154055254967, 36.05551275463989, 36.0, 36.05551275463989, 36.22154055254967, 36.49657518178932, 36.87817782917155, 37.36308338453881, 37.94733192202055, 38.62641583165593, 39.395431207184416, 40.24922359499622, 40.311288741492746, 41.340053217188775, 41.617304093369626, 42.01190307520001]",1
485,"[43.41658669218482, 42.2965719651132, 42.190046219457976, 42.1070065428546, 41.048751503547585, 41.012193308819754, 40.0, 40.01249804748511, 39.05124837953327, 38.118237105091836, 37.21558813185679, 36.345563690772494, 35.35533905932738, 34.52535300326414, 33.734255586866, 32.7566787083184, 32.01562118716424, 31.32091952673165, 30.364452901377952, 29.732137494637012, 28.792360097775937, 28.231188426986208, 27.313000567495326, 26.40075756488817, 25.942243542145693, 25.059928172283335, 24.698178070456937, 24.413111231467404, 25.80697580112788, 26.627053911388696, 26.92582403567252, 27.784887978899608, 28.178005607210743, 29.068883707497267, 29.5296461204668, 28.178005607210743, 27.784887978899608, 27.459060435491963, 27.202941017470888, 25.80697580112788, 25.0, 24.413111231467404, 23.021728866442675, 22.20360331117452, 23.021728866442675, 23.853720883753127, 24.186773244895647, 25.059928172283335, 25.495097567963924, 26.40075756488817, 27.313000567495326, 27.85677655436824, 28.792360097775937, 29.410882339705484, 30.364452901377952, 31.04834939252005, 31.78049716414141, 32.7566787083184, 33.54101966249684, 34.36568055487916, 35.35533905932738, 36.22154055254967, 37.12142238654117, 38.05259518088089, 39.01281840626232, 40.0, 40.01249804748511, 41.048751503547585, 41.10960958218893, 42.190046219457976, 42.2965719651132, 43.41658669218482, 43.56604182158393, 43.73785545725808, 43.93176527297759, 44.14748010928823, 44.384682042344295, 44.64302857109943, 44.9221548904324, 44.27188724235731, 44.598206241955516, 44.94441010848846, 45.31004303683677, 44.77722635447622, 45.18849411078001, 44.721359549995796, 44.294469180700204, 44.77722635447622, 44.41846462902562, 44.10215414239989, 44.654227123532216, 44.40720662234904, 44.204072210600685, 44.04543109109048, 43.93176527297759, 43.18564576337837, 43.139309220245984, 43.139309220245984, 42.44997055358225, 42.5205832509386]",1
486,"[44.40720662234904, 43.104524124504614, 41.0, 38.118237105091836, 35.35533905932738, 32.7566787083184, 30.364452901377952, 33.52610922848042, 36.40054944640259, 34.48187929913333, 31.622776601683793, 30.083217912982647, 32.7566787083184, 35.22782990761707, 38.05259518088089, 41.012193308819754, 43.18564576337837, 44.553338819890925, 45.12205669071391, 45.880278987817846, 46.8187996428785, 46.09772228646444, 46.52956049652737, 46.32493928760188, 45.60701700396552, 43.93176527297759, 43.139309220245984, 41.86884283091664, 40.80441152620633, 40.8166632639171, 39.35733730830886, 38.07886552931954, 37.94733192202055, 36.138621999185304, 35.510561809129406, 35.12833614050059, 35.0, 35.12833614050059, 35.510561809129406, 35.17101079013795, 36.05551275463989, 36.24913792078372, 36.71511950137164, 37.44329045369811, 37.64306044943742, 38.18376618407357, 39.698866482558415, 40.80441152620633, 41.677331968349414, 43.382023926967726, 45.31004303683677, 47.43416490252569, 49.72926703662542, 50.99019513592785, 50.48762224545735, 51.15662224971465, 50.00999900019995, 47.042533945356304, 44.28317965096906, 42.7551166528639, 42.7551166528639, 45.27692569068709, 48.041648597857254, 51.088159097779204, 48.373546489791295, 46.69047011971501, 45.89117562233506, 48.373546489791295, 51.15662224971465, 52.009614495783374, 54.037024344425184, 52.009614495783374, 49.01020301937138, 51.03920062069938, 51.24451190127583, 50.635955604688654, 51.19570294468082, 50.0, 47.75981574503821, 45.69463863518345, 43.829214001622255, 42.190046219457976, 40.80441152620633, 39.698866482558415, 38.897300677553446, 38.41874542459709, 37.44329045369811, 36.71511950137164, 36.24913792078372, 36.05551275463989, 35.17101079013795, 35.510561809129406, 35.12833614050059, 35.0, 35.12833614050059, 35.510561809129406, 36.138621999185304, 37.94733192202055, 38.07886552931954, 39.35733730830886]",1
487,"[43.56604182158393, 42.42640687119285, 42.2965719651132, 42.190046219457976, 42.1070065428546, 41.048751503547585, 40.01249804748511, 40.0, 39.01281840626232, 38.05259518088089, 37.12142238654117, 36.124783736376884, 35.22782990761707, 34.36568055487916, 33.54101966249684, 32.55764119219941, 31.78049716414141, 30.805843601498726, 30.083217912982647, 29.410882339705484, 28.460498941515414, 27.85677655436824, 26.92582403567252, 26.0, 25.495097567963924, 24.596747752497688, 24.186773244895647, 23.323807579381203, 23.021728866442675, 22.20360331117452, 22.02271554554524, 21.93171219946131, 22.627416997969522, 22.67156809750927, 22.02271554554524, 22.20360331117452, 21.633307652783937, 21.095023109728988, 20.591260281974, 21.095023109728988, 21.633307652783937, 22.20360331117452, 22.02271554554524, 21.93171219946131, 21.93171219946131, 21.2602916254693, 21.400934559032695, 22.20360331117452, 22.47220505424423, 23.323807579381203, 23.706539182259394, 24.596747752497688, 25.079872407968907, 26.0, 26.92582403567252, 27.51363298439521, 28.460498941515414, 29.120439557122072, 29.832867780352597, 30.805843601498726, 31.575306807693888, 32.55764119219941, 33.37663853655727, 34.23448553724738, 35.12833614050059, 36.124783736376884, 37.05401462729781, 38.01315561749642, 39.0, 40.01249804748511, 40.049968789001575, 41.10960958218893, 42.190046219457976, 42.2965719651132, 42.42640687119285, 43.56604182158393, 43.73785545725808, 43.93176527297759, 44.14748010928823, 44.384682042344295, 44.64302857109943, 44.9221548904324, 45.221676218380054, 44.598206241955516, 44.94441010848846, 45.31004303683677, 45.69463863518345, 46.09772228646444, 45.617978911828175, 45.17742799230607, 45.65084884205331, 45.27692569068709, 45.79301256742124, 45.48626166217664, 45.221676218380054, 45.0, 44.82186966202994, 44.68780594300866, 44.598206241955516, 44.553338819890925]",1
